id,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown
525,1,0,5,0,22,97,87,90,70,96,75,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,0,1,8,0,3,92,96,77,95,63,57,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,1,0,2,0,25,72,91,68,79,98,71,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,0,0,7,0,37,97,96,93,94,91,96,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
530,0,0,3,1,28,89,77,69,72,63,84,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,0,0,3,0,30,77,76,90,95,94,99,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,0,1,0,19,91,89,66,69,100,88,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
533,1,1,7,0,2,64,92,70,81,85,55,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,0,1,4,0,26,71,87,63,73,89,77,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
536,1,0,4,0,5,87,70,98,64,65,78,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
537,0,0,0,0,17,99,69,85,91,77,88,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
538,1,0,2,0,26,98,88,76,72,92,81,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
539,1,0,2,0,32,87,83,74,61,81,72,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,0,0,6,1,16,88,96,90,92,68,97,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
541,0,1,8,0,2,71,52,53,64,89,76,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
542,1,0,2,0,35,96,90,91,95,99,95,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,0,0,0,0,17,81,95,99,65,56,79,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0,0,9,0,3,94,92,63,84,79,66,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
545,0,1,3,0,47,94,87,98,90,92,88,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
546,1,0,0,0,29,98,87,75,63,85,88,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
548,1,0,3,1,12,66,89,65,99,84,84,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
549,1,0,2,0,35,94,99,97,94,85,97,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550,0,1,0,0,3,83,90,93,89,64,63,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
551,1,1,8,0,2,92,54,50,88,90,91,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
553,1,1,1,0,7,69,92,84,98,98,83,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
554,0,0,4,0,15,94,71,63,73,66,90,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
555,0,0,1,0,3,100,92,95,90,67,81,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
556,1,0,2,0,35,96,92,98,100,94,93,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557,1,0,3,1,28,76,87,99,69,89,93,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
558,0,0,9,0,4,77,62,94,65,77,77,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
559,1,0,1,1,4,84,67,79,60,69,80,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1,0,3,1,16,95,61,68,75,64,76,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
561,1,0,1,0,26,90,64,94,84,66,61,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,1,0,3,0,30,96,89,73,75,99,89,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,0,1,6,0,2,80,81,92,73,71,71,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564,0,0,2,0,34,87,83,75,73,92,91,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,1,0,2,0,30,95,97,88,77,96,96,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,1,1,3,1,15,85,96,82,64,82,94,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
569,1,0,8,1,1,67,65,77,72,94,88,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570,1,0,3,1,6,84,100,92,82,85,70,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
571,0,0,7,1,1,83,88,90,100,71,98,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
572,1,1,9,1,5,67,78,68,51,77,72,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
573,1,0,1,0,30,75,92,72,88,92,77,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
574,1,0,3,1,8,67,76,70,73,81,85,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,1,1,9,0,5,67,54,51,72,75,60,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,0,0,1,0,5,72,91,78,97,86,93,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1,0,4,0,4,78,98,76,68,86,91,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
578,0,0,1,0,47,85,87,92,96,92,90,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
579,0,0,3,1,16,100,70,69,61,100,65,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
580,1,1,5,0,3,56,59,89,68,79,83,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
581,0,0,5,1,32,93,75,83,99,100,91,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,2,0,31,89,91,85,69,76,92,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
583,1,0,3,0,6,59,88,74,92,72,97,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
584,0,0,3,0,16,99,70,74,65,99,74,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,1,0,6,0,34,89,89,85,74,78,87,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,1,0,3,0,26,86,63,78,78,80,67,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587,0,0,6,0,21,79,65,91,65,61,88,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
588,1,0,3,0,46,96,89,91,90,90,91,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
589,0,0,6,0,48,95,90,85,90,96,89,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
590,1,1,1,0,46,96,85,90,95,100,96,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
591,0,1,3,0,28,95,80,64,97,85,94,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
592,1,1,4,0,2,80,62,84,95,71,85,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593,1,1,0,0,32,86,70,73,85,67,91,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,0,0,4,0,31,80,93,93,94,81,81,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
596,1,0,4,1,1,79,97,100,94,65,62,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
598,1,0,2,1,8,58,84,95,66,99,91,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
599,0,0,3,1,23,86,73,83,93,46,91,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,1,0,23,96,91,97,84,89,82,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
601,1,0,1,0,28,91,88,98,89,75,91,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
602,0,0,1,0,7,85,62,77,62,80,88,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603,0,0,0,0,5,87,91,93,92,97,95,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,0,0,2,0,4,60,91,85,67,98,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,0,0,2,0,26,76,85,67,60,100,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
606,0,0,4,1,33,84,89,74,79,86,93,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
607,0,0,4,1,34,87,94,74,84,77,82,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
608,0,1,4,0,16,82,79,64,75,93,82,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,1,0,4,0,3,64,61,73,70,87,75,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610,1,0,3,0,25,77,80,88,84,84,92,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
611,0,0,0,0,4,86,82,90,69,66,93,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
612,1,0,0,0,4,81,84,76,88,84,89,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
613,0,0,3,0,21,91,90,92,78,67,86,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
614,0,0,7,0,4,72,99,61,67,95,98,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
615,0,0,3,0,24,80,70,80,96,72,99,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,1,0,2,0,16,90,89,98,70,79,60,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
618,1,0,3,0,35,93,85,89,93,90,91,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
619,1,0,2,0,24,95,85,90,94,91,84,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
620,1,0,2,1,46,86,93,89,90,100,86,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
621,0,0,6,0,1,89,55,89,67,55,64,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
622,1,0,5,0,26,90,75,67,85,64,95,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
623,1,0,1,0,5,79,95,81,67,66,71,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
624,0,1,5,0,17,86,88,98,66,62,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
625,1,0,3,0,4,83,78,68,72,77,89,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
626,1,0,6,0,27,85,92,62,95,65,89,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
627,1,0,3,0,0,66,78,86,87,64,65,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1,0,6,1,16,93,80,60,62,43,68,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,1,0,6,1,14,65,89,79,95,71,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
631,0,0,3,1,31,90,80,84,70,65,89,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,2,1,4,83,89,99,100,73,86,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1,0,1,0,5,62,89,72,68,85,80,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
634,0,0,1,0,11,98,72,99,84,60,95,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,1,0,8,1,12,76,75,74,67,76,82,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
636,0,0,0,0,5,97,62,98,70,67,71,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
637,0,1,6,0,1,63,60,95,99,87,58,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
638,1,0,5,0,2,98,99,64,88,72,87,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0,0,2,1,30,85,77,89,77,84,71,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
641,1,0,6,0,0,59,100,84,93,70,56,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,0,0,2,1,6,99,77,88,60,93,61,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
643,1,0,6,1,24,76,62,86,80,47,85,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0,0,7,0,26,80,90,85,89,85,80,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
645,1,0,7,0,0,82,74,92,50,77,98,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
646,1,0,1,0,18,89,64,72,61,75,68,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
647,1,0,4,0,20,89,79,75,80,97,94,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
648,0,0,0,0,23,86,89,94,95,60,90,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
649,1,1,4,0,4,65,76,92,86,93,61,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
650,0,0,4,0,30,77,95,77,84,60,90,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
651,0,0,4,0,34,88,85,68,62,64,99,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
652,0,0,1,0,26,98,77,94,87,44,85,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,1,0,5,0,27,84,86,90,80,72,99,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
654,0,0,1,1,18,91,85,66,83,70,71,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
655,0,0,4,0,39,97,95,94,90,86,85,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
656,0,0,7,1,29,77,88,63,87,71,93,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
657,1,0,0,1,27,100,84,93,96,97,70,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
658,1,1,3,1,17,93,70,62,99,63,83,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
659,0,1,5,1,31,93,99,79,78,64,87,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660,0,1,4,0,13,94,89,74,75,73,78,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
661,0,0,4,1,12,88,86,79,93,68,92,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
663,1,0,2,1,21,83,75,84,68,95,80,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
664,0,1,3,0,28,96,93,100,96,97,81,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
665,0,1,8,0,35,87,88,93,88,96,85,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,1,0,9,1,24,95,82,84,69,63,85,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,1,0,1,0,28,87,87,86,84,66,83,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1,0,2,0,3,64,70,98,82,100,72,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
671,0,0,3,0,16,72,79,95,68,75,70,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,0,0,2,0,26,77,96,86,84,90,85,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674,1,0,2,0,24,100,89,90,96,72,90,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
675,1,0,5,1,22,89,93,95,88,72,76,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
676,0,1,2,0,14,97,74,76,72,62,69,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
677,1,0,2,0,21,100,77,74,61,81,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
678,1,0,4,0,29,81,88,85,89,81,91,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679,0,0,6,0,3,100,91,53,78,55,91,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
680,1,0,2,0,4,80,65,96,73,84,92,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
681,1,0,5,0,19,79,88,83,84,78,72,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,1,0,3,0,33,96,64,100,87,88,60,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
684,1,0,4,0,29,86,68,65,64,95,82,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,1,0,1,1,27,86,97,72,90,95,99,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
686,0,0,2,0,20,87,68,66,83,92,81,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
687,0,0,0,0,35,94,87,100,90,86,86,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,29,88,71,87,85,100,78,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
689,1,0,2,1,0,88,69,76,64,90,78,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
690,1,0,3,0,10,76,61,68,88,86,87,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
691,1,0,1,1,29,84,66,99,80,71,88,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
692,1,0,0,1,17,96,77,91,85,69,91,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
694,0,0,1,0,14,93,79,82,67,64,90,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
695,1,0,1,0,24,88,84,61,61,79,62,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
696,1,0,2,0,35,89,99,86,97,98,97,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
697,1,0,3,0,19,80,88,94,94,100,99,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,1,0,6,0,23,94,92,61,87,61,94,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
699,1,0,9,0,14,99,74,98,69,69,64,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700,1,0,2,0,21,81,72,87,62,69,93,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
701,1,0,6,0,18,91,61,95,82,77,87,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
702,0,0,2,1,16,71,100,99,95,91,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,4,0,2,61,66,78,79,79,96,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
704,1,0,5,1,16,87,89,60,66,79,81,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
705,0,0,0,0,29,93,69,79,78,77,73,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
706,1,0,5,0,35,92,88,87,98,96,85,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,1,0,2,0,11,96,87,99,65,98,79,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
708,1,0,3,0,4,83,75,77,61,93,61,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,15,78,84,79,96,76,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
712,0,0,7,0,30,93,73,97,89,88,63,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
713,0,0,3,0,17,80,95,98,95,96,97,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
715,0,1,2,0,10,94,71,83,76,99,95,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
716,0,0,2,0,22,72,72,85,90,75,94,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,1,0,3,0,16,98,89,75,68,87,69,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
718,0,0,2,0,11,71,98,66,65,78,81,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
719,0,0,3,0,35,99,95,89,90,95,98,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
720,1,0,1,0,25,97,67,86,95,65,91,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
721,0,0,9,0,5,85,64,99,93,89,61,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
722,1,0,2,1,35,100,88,98,90,93,95,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
723,1,0,4,0,15,89,63,73,83,74,91,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724,1,0,4,1,21,76,87,63,92,93,87,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
725,0,0,2,0,3,100,68,80,75,85,82,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
726,0,0,1,0,1,77,99,99,76,70,80,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
727,0,0,1,0,32,85,86,84,81,92,84,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
728,1,0,6,1,25,70,83,63,86,97,88,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
729,0,0,9,0,26,76,83,90,68,96,94,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
730,0,1,7,0,34,75,82,89,65,85,89,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
731,1,0,2,1,25,97,65,96,87,87,95,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
733,1,1,3,0,12,84,69,68,92,86,67,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
734,1,0,1,0,25,84,94,65,74,92,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735,1,0,6,0,50,94,87,99,99,86,86,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
736,0,0,7,0,15,80,91,100,87,87,94,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
737,0,0,0,0,34,87,98,79,87,92,80,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
738,0,0,6,0,27,93,94,87,92,99,93,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
739,0,0,1,0,5,87,69,96,61,72,78,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
741,1,0,5,0,15,96,73,91,71,72,74,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
742,0,0,2,1,31,97,62,93,80,96,94,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,6,0,0,62,79,75,65,71,75,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744,1,1,1,0,5,97,79,96,94,59,83,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
745,1,0,3,0,35,85,100,90,93,94,97,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
746,1,0,0,0,27,68,95,66,65,89,84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
748,1,1,6,0,2,86,79,86,73,53,84,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
750,1,1,2,1,18,93,67,65,61,61,96,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
751,1,0,1,0,14,85,93,75,72,84,63,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
752,0,0,1,0,6,88,88,98,92,71,66,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
753,1,0,5,1,2,100,67,98,71,92,79,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754,1,0,2,0,19,93,74,88,92,77,89,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
755,0,0,1,0,1,70,63,73,97,63,61,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756,0,0,2,0,13,82,67,94,88,86,89,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
758,1,0,2,0,21,94,74,74,89,67,93,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
759,0,1,2,0,29,67,69,75,94,98,80,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
760,0,0,0,1,11,89,75,64,81,66,82,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
761,1,0,3,0,23,82,82,100,93,91,61,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762,1,1,2,0,30,96,79,93,92,92,71,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
763,0,0,1,0,13,94,84,84,89,52,97,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,1,0,4,0,19,84,65,83,99,86,75,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
765,0,0,5,0,33,87,98,97,70,80,67,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766,1,0,2,0,21,90,93,66,77,72,82,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
767,0,0,7,0,31,86,81,91,83,97,83,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,1,1,0,0,30,90,83,72,77,99,84,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
772,0,0,0,1,8,78,81,71,91,79,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
773,1,0,2,0,29,87,68,75,96,91,72,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
774,0,0,2,0,18,79,81,68,70,60,65,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,0,0,6,1,4,100,100,94,83,62,92,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776,0,0,1,0,10,71,72,65,65,65,67,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
777,0,0,2,0,32,77,64,69,60,92,76,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
778,0,0,1,0,32,83,84,96,96,79,80,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
779,1,0,2,1,16,96,79,80,71,67,76,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
780,1,0,6,0,35,91,96,100,95,100,94,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
781,0,0,8,0,2,71,69,95,83,90,93,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
782,0,0,3,0,27,84,80,75,63,71,86,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
783,1,0,3,0,28,91,61,61,85,64,76,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
784,1,0,2,0,2,59,65,72,60,94,63,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
785,1,0,3,0,42,89,90,91,95,87,92,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
786,1,0,7,0,31,81,92,68,93,69,78,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
787,1,0,3,0,15,77,84,86,97,90,83,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,1,0,7,0,1,72,58,73,57,67,88,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789,0,0,5,0,10,91,63,78,93,76,76,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
790,0,0,5,0,40,88,100,94,91,85,91,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
791,1,0,8,0,40,94,88,99,92,98,85,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
792,0,0,0,0,8,67,72,98,65,61,87,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
793,0,0,2,0,22,88,86,82,89,81,61,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
794,0,0,3,0,21,67,67,62,80,61,61,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,1,0,7,0,31,95,87,96,97,83,93,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
796,1,0,1,0,10,96,91,78,94,81,88,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
797,0,0,3,1,35,87,99,99,100,98,96,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
798,1,0,3,0,14,85,88,85,92,96,81,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
