gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,english_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
1,0,3,0,35,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,24,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,1,46,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,6,0,1,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,26,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,0,17,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,3,0,4,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,27,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,16,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,14,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,0,5,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,1,31,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,4,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,5,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,8,1,12,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,5,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,6,0,1,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,2,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,6,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,1,24,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,26,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,18,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,20,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,23,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,0,4,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,30,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,34,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,26,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,27,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,18,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,39,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7,1,29,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,27,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3,1,17,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,5,1,31,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,0,13,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,12,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,21,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,28,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,8,0,35,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,1,24,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,28,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,0,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6,0,0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,3,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,26,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,24,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,1,22,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,0,14,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,21,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,29,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,6,0,3,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,4,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,19,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,33,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,24,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,29,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,27,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,35,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,1,0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,10,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,29,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,17,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,14,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,35,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,19,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,23,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,14,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,21,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,18,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,4,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,1,16,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,29,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,35,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,11,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,31,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,30,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,17,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,2,0,10,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,2,0,22,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,16,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,35,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,25,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,9,0,5,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,15,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,21,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,3,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,32,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,1,25,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,9,0,26,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,7,0,34,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,1,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,3,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,50,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7,0,15,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,27,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,5,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5,0,15,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,1,31,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,6,0,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,5,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,35,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,27,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,0,1,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,2,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,18,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,14,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,6,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,5,1,2,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,19,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,13,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,0,3,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,21,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,29,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,11,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,3,0,23,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,2,0,30,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,13,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,19,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,33,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,31,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,6,0,3,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,0,3,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,30,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,1,1,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,29,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,18,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,4,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,32,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,32,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,1,16,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,8,0,2,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,27,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,28,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,2,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,42,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,7,0,31,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,15,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,1,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,5,0,40,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,8,0,40,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,7,0,31,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,10,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,1,35,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,14,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,7,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,5,0,4,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,14,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,29,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,0,20,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,24,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,27,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,31,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,27,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,23,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,35,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,33,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,1,11,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,10,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,3,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,5,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,34,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,15,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,20,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,3,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,2,1,2,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,27,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,29,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,2,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,9,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,14,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,0,25,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,9,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,9,0,2,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,31,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,3,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,12,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,5,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,4,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,24,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,3,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,26,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,0,31,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,20,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,4,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,2,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,5,0,32,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,7,0,2,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,2,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,6,0,19,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,12,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,22,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,0,1,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,21,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,0,5,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,5,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,25,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,34,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,34,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,31,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,7,0,1,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,28,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,0,5,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,26,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,21,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,22,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,30,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,0,2,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,24,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,24,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,3,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,6,1,4,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,42,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,6,0,24,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,4,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,35,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,0,20,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,11,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,3,0,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,9,0,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,15,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,33,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,24,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,13,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,5,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,12,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,4,1,8,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,5,0,8,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,1,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,14,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,3,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,19,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,4,0,29,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,1,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,5,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,6,0,4,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,1,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,1,12,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,27,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,1,12,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,21,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,26,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,31,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,9,0,31,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,8,0,16,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,29,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,0,31,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,46,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,24,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,2,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,7,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,0,4,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,4,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,34,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,34,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,0,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,0,23,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,20,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,5,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
